0.42,0.58,1365,CLDN3
0.42,0.58,56937,PMEPA1
0.42,0.58,6662,SOX9
0.42,0.58,83787,ARMC10
0.42,0.58,647024,C6orf132
0.43,0.57,57526,PCDH19
0.43,0.57,23365,ARHGEF12
0.43,0.57,3119,HLA-DQB1
0.43,0.57,23509,POFUT1
0.43,0.57,1508,CTSB
0.43,0.57,131566,DCBLD2
0.43,0.57,5087,PBX1
0.43,0.57,79847,TMEM180
0.44,0.56,773,CACNA1A
0.44,0.56,91404,SESTD1
0.44,0.56,126969,SLC44A3
0.44,0.56,595,CCND1
0.44,0.56,6573,SLC19A1
0.44,0.56,9019,MPZL1
0.44,0.56,5781,PTPN11
0.44,0.56,4208,MEF2C
0.44,0.56,117145,THEM4
0.44,0.56,7026,NR2F2
0.44,0.56,2199,FBLN2
0.45,0.55,3702,ITK
0.45,0.55,23428,SLC7A8
0.45,0.55,1051,CEBPB
0.45,0.55,6791,RAB3GAP2
0.45,0.55,51201,ZDHHC2
0.45,0.55,4763,NF1
0.45,0.55,1112,FOXN3
0.45,0.55,8837,CFLAR
0.45,0.55,9344,TAOK2
0.45,0.55,3659,IRF1
0.45,0.55,4615,MYD88
0.45,0.55,64581,CLEC7A
0.45,0.55,3643,INSR
0.45,0.55,5141,PDE4A
0.45,0.55,9249,DHRS3
0.45,0.55,134553,C5orf24
0.45,0.55,3480,IGF1R
0.45,0.55,6774,STAT3
0.46,0.54,8519,IFITM1
0.46,0.54,2677,GGCX
0.46,0.54,360,AQP3
0.46,0.54,823,CAPN1
0.46,0.54,4205,MEF2A
0.46,0.54,129293,TRABD2A
0.46,0.54,387,RHOA
0.46,0.54,22808,MRAS
0.46,0.54,9175,MAP3K13
0.46,0.54,5465,PPARA
0.46,0.54,7851,MALL
0.46,0.54,1026,CDKN1A
0.46,0.54,11119,BTN3A1
0.46,0.54,27,ABL2
0.46,0.54,6483,ST3GAL2
0.46,0.54,2309,FOXO3
0.46,0.54,2002,ELK1
0.46,0.54,56924,PAK6
0.46,0.54,84668,FAM126A
0.46,0.54,604,BCL6
0.47,0.53,5894,RAF1
0.47,0.53,9252,RPS6KA5
0.47,0.53,10298,PAK4
0.47,0.53,124446,TMEM219
0.47,0.53,27071,DAPP1
0.47,0.53,3671,ISLR
0.47,0.53,841,CASP8
0.47,0.53,836,CASP3
0.47,0.53,201799,TMEM154
0.47,0.53,51347,TAOK3
0.47,0.53,843,CASP10
0.47,0.53,5139,PDE3A
0.47,0.53,165215,FAM171B
0.47,0.53,3759,KCNJ2
0.47,0.53,83706,FERMT3
0.48,0.52,54549,SDK2
0.48,0.52,3925,STMN1
0.48,0.52,10020,GNE
0.48,0.52,4209,MEF2D
0.48,0.52,116068,LYSMD3
0.48,0.52,54583,EGLN1
0.48,0.52,399,RHOH
0.48,0.52,10955,SERINC3
0.48,0.52,3091,HIF1A
0.48,0.52,4301,MLLT4
0.48,0.52,56882,CDC42SE1
0.48,0.52,1509,CTSD
0.48,0.52,5360,PLTP
0.49,0.51,5792,PTPRF
0.49,0.51,2620,GAS2
0.49,0.51,468,ATF4
0.49,0.51,200312,RNF215
0.49,0.51,1824,DSC2
0.49,0.51,26503,SLC17A5
0.49,0.51,6016,RIT1
0.49,0.51,27250,PDCD4
0.49,0.51,207,AKT1
0.49,0.51,9538,EI24
0.49,0.51,2355,FOSL2
0.49,0.51,91543,RSAD2
0.49,0.51,567,B2M
0.49,0.51,9475,ROCK2
0.49,0.51,79792,GSDMD
0.49,0.51,7074,TIAM1
0.49,0.51,639,PRDM1
0.49,0.51,4512,MT-CO1
0.49,0.51,85377,MICALL1
0.49,0.51,3752,KCND3
0.5,0.5,5908,RAP1B
0.5,0.5,64857,PLEKHG2
0.5,0.5,54741,LEPROT
0.5,0.5,6256,RXRA
0.5,0.5,3487,IGFBP4
0.5,0.5,157506,RDH10
0.5,0.5,5143,PDE4C
0.5,0.5,25833,POU2F3
0.5,0.5,6885,MAP3K7
0.5,0.5,4773,NFATC2
0.5,0.5,5579,PRKCB
0.5,0.5,998,CDC42
0.51,0.49,100506658,OCLN
0.51,0.49,55907,CMAS
0.51,0.49,405,ARNT
0.51,0.49,8202,NCOA3
0.51,0.49,57185,NIPAL3
0.51,0.49,9949,AMMECR1
0.51,0.49,9456,HOMER1
0.51,0.49,7082,TJP1
0.51,0.49,123720,WHAMM
0.51,0.49,5782,PTPN12
0.51,0.49,2683,B4GALT1
0.51,0.49,164091,PAQR7
0.51,0.49,4162,MCAM
0.51,0.49,4257,MGST1
0.51,0.49,5898,RALA
0.51,0.49,4790,NFKB1
0.51,0.49,10007,GNPDA1
0.51,0.49,9064,MAP3K6
0.51,0.49,83986,ITFG3
0.51,0.49,219285,SAMD9L
0.52,0.48,55824,PAG1
0.52,0.48,404550,C16orf74
0.52,0.48,55353,LAPTM4B
0.52,0.48,83692,CD99L2
0.52,0.48,81,ACTN4
0.52,0.48,376497,SLC27A1
0.52,0.48,2649,NR6A1
0.52,0.48,113026,PLCD3
0.52,0.48,301,ANXA1
0.52,0.48,54795,TRPM4
0.52,0.48,8648,NCOA1
0.52,0.48,414,ARSD
0.52,0.48,152189,CMTM8
0.52,0.48,3661,IRF3
0.52,0.48,23433,RHOQ
0.52,0.48,51735,RAPGEF6
0.53,0.47,28962,OSTM1
0.53,0.47,79183,TTPAL
0.53,0.47,5349,FXYD3
0.53,0.47,6773,STAT2
0.53,0.47,2017,CTTN
0.53,0.47,57181,SLC39A10
0.53,0.47,1997,ELF1
0.53,0.47,23542,MAPK8IP2
0.53,0.47,79022,TMEM106C
0.53,0.47,5144,PDE4D
0.53,0.47,85464,SSH2
0.53,0.47,1019,CDK4
0.53,0.47,6996,TDG
0.53,0.47,57228,SMAGP
0.53,0.47,55893,ZNF395
0.53,0.47,55972,SLC25A40
0.53,0.47,81790,RNF170
0.53,0.47,493,ATP2B4
0.53,0.47,57118,CAMK1D
0.53,0.47,8935,SKAP2
0.53,0.47,26298,EHF
0.53,0.47,2316,FLNA
0.53,0.47,6304,SATB1
0.53,0.47,1374,CPT1A
0.53,0.47,4097,MAFG
0.53,0.47,7408,VASP
0.53,0.47,9166,EBAG9
0.54,0.46,23229,ARHGEF9
0.54,0.46,4649,MYO9A
0.54,0.46,11221,DUSP10
0.54,0.46,92806,CENPBD1
0.54,0.46,10201,NME6
0.54,0.46,994,CDC25B
0.54,0.46,126374,WTIP
0.54,0.46,22937,SCAP
0.54,0.46,55254,TMEM39A
0.54,0.46,9765,ZFYVE16
0.54,0.46,154807,VKORC1L1
0.54,0.46,1676,DFFA
0.54,0.46,84912,SLC35B4
0.54,0.46,7430,EZR
0.54,0.46,6781,STC1
0.54,0.46,51559,NT5DC3
0.54,0.46,4924,NUCB1
0.54,0.46,10099,TSPAN3
0.54,0.46,89970,RSPRY1
0.54,0.46,6789,STK4
0.54,0.46,5281,PIGF
0.54,0.46,117247,SLC16A10
0.54,0.46,1182,CLCN3
0.55,0.45,3633,INPP5B
0.55,0.45,272,AMPD3
0.55,0.45,51360,MBTPS2
0.55,0.45,81579,PLA2G12A
0.55,0.45,10008,KCNE3
0.55,0.45,8751,ADAM15
0.55,0.45,5912,RAP2B
0.55,0.45,9610,RIN1
0.55,0.45,54532,USP53
0.55,0.45,3778,KCNMA1
0.55,0.45,55092,TMEM51
0.55,0.45,147166,TRIM16L
0.55,0.45,8569,MKNK1
0.55,0.45,51072,MEMO1
0.55,0.45,7084,TK2
0.55,0.45,28996,HIPK2
0.55,0.45,54509,RHOF
0.55,0.45,7799,PRDM2
0.55,0.45,25937,WWTR1
0.56,0.44,861,RUNX1
0.56,0.44,4782,NFIC
0.56,0.44,663,BNIP2
0.56,0.44,9563,H6PD
0.56,0.44,4718,NDUFC2
0.56,0.44,55240,STEAP3
0.56,0.44,7094,TLN1
0.56,0.44,999,CDH1
0.56,0.44,8864,PER2
0.56,0.44,644150,WIPF3
0.56,0.44,25921,ZDHHC5
0.56,0.44,8824,CES2
0.56,0.44,9743,ARHGAP32
0.56,0.44,57142,RTN4
0.56,0.44,8829,NRP1
0.56,0.44,1398,CRK
0.56,0.44,811,CALR
0.56,0.44,817,CAMK2D
0.56,0.44,1979,EIF4EBP2
0.56,0.44,9612,NCOR2
0.56,0.44,7114,TMSB4X
0.56,0.44,1806,DPYD
0.56,0.44,80298,MTERFD3
0.56,0.44,79807,GSTCD
0.56,0.44,7022,TFAP2C
0.56,0.44,23513,SCRIB
0.56,0.44,23380,SRGAP2
0.57,0.43,1846,DUSP4
0.57,0.43,29925,GMPPB
0.57,0.43,81873,ARPC5L
0.57,0.43,11145,PLA2G16
0.57,0.43,5911,RAP2A
0.57,0.43,9862,MED24
0.57,0.43,11014,KDELR2
0.57,0.43,55207,ARL8B
0.57,0.43,1352,COX10
0.57,0.43,55001,TTC22
0.57,0.43,55114,ARHGAP17
0.57,0.43,79828,METTL8
0.57,0.43,2033,EP300
0.57,0.43,11098,PRSS23
0.57,0.43,1595,CYP51A1
0.57,0.43,23670,TMEM2
0.57,0.43,83440,ADPGK
0.57,0.43,5526,PPP2R5B
0.57,0.43,6388,SDF2
0.57,0.43,7023,TFAP4
0.57,0.43,801,CALM1
0.57,0.43,23024,PDZRN3
0.57,0.43,334,APLP2
0.57,0.43,84909,C9orf3
0.57,0.43,148867,SLC30A7
0.57,0.43,6541,SLC7A1
0.58,0.42,23092,ARHGAP26
0.58,0.42,29887,SNX10
0.58,0.42,57146,TMEM159
0.58,0.42,29085,PHPT1
0.58,0.42,23528,ZNF281
0.58,0.42,56990,CDC42SE2
0.58,0.42,1849,DUSP7
0.58,0.42,1869,E2F1
0.58,0.42,19,ABCA1
0.58,0.42,11113,CIT
0.58,0.42,81539,SLC38A1
0.58,0.42,1999,ELF3
0.58,0.42,57498,KIDINS220
0.58,0.42,9917,FAM20B
0.58,0.42,57826,RAP2C
0.58,0.42,6925,TCF4
0.58,0.42,4043,LRPAP1
0.58,0.42,9891,NUAK1
0.58,0.42,57147,SCYL3
0.58,0.42,369,ARAF
0.58,0.42,2907,GRINA
0.58,0.42,1523,CUX1
0.58,0.42,2296,FOXC1
0.58,0.42,2934,GSN
0.58,0.42,4538,MT-ND4
0.58,0.42,22900,CARD8
0.58,0.42,9750,FAM65B
0.58,0.42,9448,MAP4K4
0.58,0.42,23765,IL17RA
0.58,0.42,57724,EPG5
0.58,0.42,9611,NCOR1
0.58,0.42,10163,WASF2
0.58,0.42,4082,MARCKS
0.58,0.42,22877,MLXIP
0.58,0.42,29926,GMPPA
0.59,0.41,51614,ERGIC3
0.59,0.41,57509,MTUS1
0.59,0.41,4232,MEST
0.59,0.41,7157,TP53
0.59,0.41,5836,PYGL
0.59,0.41,54947,LPCAT2
0.59,0.41,94103,ORMDL3
0.59,0.41,55239,OGFOD1
0.59,0.41,4124,MAN2A1
0.59,0.41,1452,CSNK1A1
0.59,0.41,5208,PFKFB2
0.59,0.41,219972,MPEG1
0.59,0.41,79642,ARSJ
0.59,0.41,5889,RAD51C
0.59,0.41,7090,TLE3
0.59,0.41,1312,COMT
0.59,0.41,4537,MT-ND3
0.59,0.41,1719,DHFR
0.59,0.41,3988,LIPA
0.59,0.41,6786,STIM1
0.59,0.41,865,CBFB
0.59,0.41,124935,SLC43A2
0.59,0.41,285203,EOGT
0.59,0.41,51257,MARCH2
0.59,0.41,9986,RCE1
0.59,0.41,23214,XPO6
0.59,0.41,7027,TFDP1
0.59,0.41,6502,SKP2
0.6,0.4,1729,DIAPH1
0.6,0.4,1611,DAP
0.6,0.4,140823,ROMO1
0.6,0.4,80149,ZC3H12A
0.6,0.4,262,AMD1
0.6,0.4,10385,BTN2A2
0.6,0.4,5315,PKM
0.6,0.4,79947,DHDDS
0.6,0.4,57584,ARHGAP21
0.6,0.4,55930,MYO5C
0.6,0.4,3215,HOXB5
0.6,0.4,9805,SCRN1
0.6,0.4,11343,MGLL
0.6,0.4,23048,FNBP1
0.6,0.4,51060,TXNDC12
0.6,0.4,9262,STK17B
0.6,0.4,91750,LIN52
0.6,0.4,1488,CTBP2
0.6,0.4,2495,FTH1
0.6,0.4,80010,RMI1
0.6,0.4,400746,NCMAP
0.6,0.4,64129,TINAGL1
0.6,0.4,6653,SORL1
0.6,0.4,6051,RNPEP
0.6,0.4,79888,LPCAT1
0.6,0.4,23309,SIN3B
0.61,0.39,10458,BAIAP2
0.61,0.39,10555,AGPAT2
0.61,0.39,5529,PPP2R5E
0.61,0.39,7248,TSC1
0.61,0.39,23054,NCOA6
0.61,0.39,7690,ZNF131
0.61,0.39,9575,CLOCK
0.61,0.39,392,ARHGAP1
0.61,0.39,7414,VCL
0.61,0.39,8289,ARID1A
0.61,0.39,2120,ETV6
0.61,0.39,54704,PDP1
0.61,0.39,148022,TICAM1
0.61,0.39,129642,MBOAT2
0.61,0.39,7791,ZYX
0.61,0.39,2872,MKNK2
0.61,0.39,22933,SIRT2
0.61,0.39,2820,GPD2
0.61,0.39,56674,TMEM9B
0.61,0.39,124460,SNX20
0.61,0.39,9253,NUMBL
0.61,0.39,5634,PRPS2
0.61,0.39,147179,WIPF2
0.61,0.39,123,PLIN2
0.61,0.39,54875,CNTLN
0.61,0.39,23175,LPIN1
0.61,0.39,88455,ANKRD13A
0.61,0.39,2908,NR3C1
0.61,0.39,55652,SLC48A1
0.61,0.39,26511,CHIC2
0.61,0.39,51114,ZDHHC9
0.61,0.39,488,ATP2A2
0.61,0.39,23036,ZNF292
0.61,0.39,10552,ARPC1A
0.61,0.39,5037,PEBP1
0.61,0.39,6890,TAP1
0.61,0.39,6837,MED22
0.61,0.39,90007,MIDN
0.61,0.39,113178,SCAMP4
0.61,0.39,22836,RHOBTB3
0.62,0.38,11078,TRIOBP
0.62,0.38,57613,KIAA1467
0.62,0.38,84251,SGIP1
0.62,0.38,28232,SLCO3A1
0.62,0.38,6905,TBCE
0.62,0.38,4524,MTHFR
0.62,0.38,154141,MBOAT1
0.62,0.38,10787,NCKAP1
0.62,0.38,204851,HIPK1
0.62,0.38,11212,PROSC
0.62,0.38,2539,G6PD
0.62,0.38,55589,BMP2K
0.62,0.38,22883,CLSTN1
0.62,0.38,79837,PIP4K2C
0.62,0.38,79086,SMIM7
0.62,0.38,54739,XAF1
0.62,0.38,6595,SMARCA2
0.62,0.38,51099,ABHD5
0.62,0.38,5962,RDX
0.62,0.38,8804,CREG1
0.62,0.38,25819,CCRN4L
0.62,0.38,115548,FCHO2
0.62,0.38,23387,SIK3
0.62,0.38,51228,GLTP
0.62,0.38,7543,ZFX
0.62,0.38,55845,BRK1
0.62,0.38,476,ATP1A1
0.62,0.38,8915,BCL10
0.62,0.38,545,ATR
0.62,0.38,84803,AGPAT9
0.62,0.38,1075,CTSC
0.62,0.38,25963,TMEM87A
0.62,0.38,285331,CCDC66
0.62,0.38,4012,LNPEP
0.63,0.37,10322,SMYD5
0.63,0.37,10109,ARPC2
0.63,0.37,114826,SMYD4
0.63,0.37,23125,CAMTA2
0.63,0.37,835,CASP2
0.63,0.37,200894,ARL13B
0.63,0.37,10743,RAI1
0.63,0.37,54962,TIPIN
0.63,0.37,10498,CARM1
0.63,0.37,57708,MIER1
0.63,0.37,63901,FAM111A
0.63,0.37,2936,GSR
0.63,0.37,79842,ZBTB3
0.63,0.37,23216,TBC1D1
0.63,0.37,753,LDLRAD4
0.63,0.37,79838,TMC5
0.63,0.37,196527,ANO6
0.63,0.37,826,CAPNS1
0.63,0.37,2060,EPS15
0.63,0.37,81858,SHARPIN
0.63,0.37,5754,PTK7
0.63,0.37,28966,SNX24
0.63,0.37,51251,NT5C3A
0.63,0.37,150094,SIK1
0.63,0.37,79718,TBL1XR1
0.63,0.37,4860,PNP
0.63,0.37,26020,LRP10
0.63,0.37,518,ATP5G3
0.63,0.37,53838,C11orf24
0.63,0.37,51170,HSD17B11
0.63,0.37,54858,PGPEP1
0.63,0.37,3482,IGF2R
0.63,0.37,2745,GLRX
0.63,0.37,57175,CORO1B
0.63,0.37,57180,ACTR3B
0.63,0.37,203547,VMA21
0.64,0.36,10096,ACTR3
0.64,0.36,23522,KAT6B
0.64,0.36,79932,KIAA0319L
0.64,0.36,5980,REV3L
0.64,0.36,2258,FGF13
0.64,0.36,89941,RHOT2
0.64,0.36,3106,HLA-B
0.64,0.36,6645,SNTB2
0.64,0.36,23362,PSD3
0.64,0.36,286262,TPRN
0.64,0.36,10237,SLC35B1
0.64,0.36,10459,MAD2L2
0.64,0.36,2537,IFI6
0.64,0.36,6303,SAT1
0.64,0.36,26130,GAPVD1
0.64,0.36,8573,CASK
0.64,0.36,274,BIN1
0.64,0.36,55163,PNPO
0.64,0.36,2730,GCLM
0.64,0.36,23383,MAU2
0.64,0.36,9260,PDLIM7
0.64,0.36,10755,GIPC1
0.64,0.36,23505,TMEM131
0.64,0.36,987,LRBA
0.64,0.36,5089,PBX2
0.64,0.36,9140,ATG12
0.64,0.36,116496,FAM129A
0.64,0.36,220869,CBWD7
0.64,0.36,169792,GLIS3
0.64,0.36,5230,PGK1
0.64,0.36,5810,RAD1
0.64,0.36,1785,DNM2
0.64,0.36,253558,LCLAT1
0.64,0.36,55669,MFN1
0.64,0.36,2633,GBP1
0.64,0.36,58528,RRAGD
0.64,0.36,81563,C1orf21
0.65,0.35,23094,SIPA1L3
0.65,0.35,771,CA12
0.65,0.35,79068,FTO
0.65,0.35,6497,SKI
0.65,0.35,132660,LIN54
0.65,0.35,9341,VAMP3
0.65,0.35,55500,ETNK1
0.65,0.35,622,BDH1
0.65,0.35,8394,PIP5K1A
0.65,0.35,1345,COX6C
0.65,0.35,84272,YIPF4
0.65,0.35,996,CDC27
0.65,0.35,4601,MXI1
0.65,0.35,1727,CYB5R3
0.65,0.35,5802,PTPRS
0.65,0.35,85315,PAQR8
0.65,0.35,3799,KIF5B
0.65,0.35,79784,MYH14
0.65,0.35,4898,NRD1
0.65,0.35,444,ASPH
0.65,0.35,90624,LYRM7
0.65,0.35,51474,LIMA1
0.65,0.35,54994,GID8
0.65,0.35,81788,NUAK2
0.65,0.35,388969,C2orf68
0.65,0.35,10456,HAX1
0.65,0.35,5910,RAP1GDS1
0.65,0.35,57673,BEND3
0.65,0.35,78992,YIPF2
0.65,0.35,490,ATP2B1
0.65,0.35,23087,TRIM35
0.65,0.35,6641,SNTB1
0.65,0.35,5826,ABCD4
0.65,0.35,53834,FGFRL1
0.65,0.35,55204,GOLPH3L
0.65,0.35,286451,YIPF6
0.65,0.35,151194,METTL21A
0.65,0.35,5500,PPP1CB
0.65,0.35,10390,CEPT1
0.65,0.35,245972,ATP6V0D2
0.65,0.35,9453,GGPS1
0.65,0.35,150290,DUSP18
0.65,0.35,9725,TMEM63A
0.66,0.34,23167,EFR3A
0.66,0.34,285761,DCBLD1
0.66,0.34,80228,ORAI2
0.66,0.34,390916,NUDT19
0.66,0.34,5287,PIK3C2B
0.66,0.34,10919,EHMT2
0.66,0.34,10123,ARL4C
0.66,0.34,60,ACTG1
0.66,0.34,55667,DENND4C
0.66,0.34,727936,GXYLT2
0.66,0.34,9968,MED12
0.66,0.34,6199,RPS6KB2
0.66,0.34,9159,PCSK7
0.66,0.34,7528,YY1
0.66,0.34,79572,ATP13A3
0.66,0.34,2181,ACSL3
0.66,0.34,11057,ABHD2
0.66,0.34,55331,ACER3
0.66,0.34,55754,TMEM30A
0.66,0.34,6455,SH3GL1
0.66,0.34,374291,NDUFS7
0.66,0.34,57562,KIAA1377
0.66,0.34,27089,UQCRQ
0.66,0.34,56954,NIT2
0.66,0.34,6510,SLC1A5
0.66,0.34,133686,NADK2
0.66,0.34,4637,MYL6
0.66,0.34,7375,USP4
0.66,0.34,463,ZFHX3
0.66,0.34,6558,SLC12A2
0.66,0.34,28511,NKIRAS2
0.66,0.34,79979,TRMT2B
0.66,0.34,83737,ITCH
0.66,0.34,7879,RAB7A
0.66,0.34,9819,TSC22D2
0.66,0.34,571,BACH1
0.66,0.34,1534,CYB561
0.66,0.34,23164,MPRIP
0.66,0.34,481,ATP1B1
0.66,0.34,338692,ANKRD13D
0.66,0.34,6597,SMARCA4
0.66,0.34,9516,LITAF
0.66,0.34,199857,ALG14
0.66,0.34,10801,SEPT9
0.66,0.34,1874,E2F4
0.66,0.34,10960,LMAN2
0.67,0.33,284086,NEK8
0.67,0.33,8879,SGPL1
0.67,0.33,302,ANXA2
0.67,0.33,25932,CLIC4
0.67,0.33,80196,RNF34
0.67,0.33,91442,C19orf40
0.67,0.33,143098,MPP7
0.67,0.33,80856,KIAA1715
0.67,0.33,4781,NFIB
0.67,0.33,2810,SFN
0.67,0.33,51377,UCHL5
0.67,0.33,127933,UHMK1
0.67,0.33,83871,RAB34
0.67,0.33,3066,HDAC2
0.67,0.33,57504,MTA3
0.67,0.33,2026,ENO2
0.67,0.33,9230,RAB11B
0.67,0.33,5660,PSAP
0.67,0.33,92140,MTDH
0.67,0.33,892,CCNC
0.67,0.33,128989,TANGO2
0.67,0.33,11329,STK38
0.67,0.33,2306,FOXD2
0.67,0.33,3418,IDH2
0.67,0.33,166614,DCLK2
0.67,0.33,10106,CTDSP2
0.67,0.33,5866,RAB3IL1
0.67,0.33,375,ARF1
0.67,0.33,158,ADSL
0.67,0.33,2752,GLUL
0.67,0.33,23413,NCS1
0.67,0.33,79143,MBOAT7
0.67,0.33,2923,PDIA3
0.67,0.33,140688,C20orf112
0.67,0.33,23189,KANK1
0.67,0.33,114569,MAL2
0.67,0.33,7444,VRK2
0.67,0.33,5862,RAB2A
0.67,0.33,84364,ARFGAP2
0.67,0.33,9556,C14orf2
0.67,0.33,4218,RAB8A
0.67,0.33,78991,PCYOX1L
0.67,0.33,11261,CHP1
0.67,0.33,7019,TFAM
0.67,0.33,5476,CTSA
0.67,0.33,23135,KDM6B
0.68,0.32,284443,ZNF493
0.68,0.32,246243,RNASEH1
0.68,0.32,64114,TMBIM1
0.68,0.32,51157,ZNF580
0.68,0.32,9317,PTER
0.68,0.32,7419,VDAC3
0.68,0.32,5784,PTPN14
0.68,0.32,55752,SEPT11
0.68,0.32,9197,SLC33A1
0.68,0.32,5499,PPP1CA
0.68,0.32,9146,HGS
0.68,0.32,23576,DDAH1
0.68,0.32,140680,C20orf96
0.68,0.32,5033,P4HA1
0.68,0.32,4720,NDUFS2
0.68,0.32,3326,HSP90AB1
0.68,0.32,1371,CPOX
0.68,0.32,55904,KMT2E
0.68,0.32,7184,HSP90B1
0.68,0.32,9766,KIAA0247
0.68,0.32,23327,NEDD4L
0.68,0.32,55572,FOXRED1
0.68,0.32,23052,ENDOD1
0.68,0.32,10476,ATP5H
0.68,0.32,84939,MUM1
